train_bin_centers,train_density,val_bin_centers,val_density,test_bin_centers,test_density
0.39976498906093183,0.03938483040803313,0.24166999165492598,0.04296443899258762,0.2999450046248967,0.04534195270704977
1.1972949670878006,0.02288121181331017,0.723009974869783,0.02346375094543162,0.8978350137796952,0.023908693991714896
1.9948249451146693,0.022939551242335352,1.2043499580846402,0.023742368640672702,1.4957250229344936,0.023969173979178957
2.792354923141538,0.026357609232902625,1.685689941299497,0.023864348277846094,2.0936150320892923,0.024165165517502352
3.589884901168407,0.03031424951598582,2.1670299245143543,0.02418752679995125,2.6915050412440906,0.02727465539930137
4.387414879195275,0.033566091576175676,2.6483699077292115,0.026556152300635655,3.2893950503988894,0.030636978912905014
5.184944857222144,0.03629969964894399,3.129709890944068,0.029535726242365636,3.8872850595536876,0.03379921825745463
5.982474835249013,0.0392956636778444,3.611049874158925,0.03170945438918992,4.485175068708486,0.03620856512648046
6.780004813275882,0.04098891702086388,4.0923898573737825,0.03427462764472934,5.083065077863285,0.038078291054724135
7.577534791302751,0.04150638889948046,4.57372984058864,0.03588706941681113,5.6809550870180825,0.039943469615489315
8.375064769329619,0.041958967213348554,5.055069823803496,0.03741879157659373,6.278845096172882,0.04176302292255347
9.172594747356488,0.042337773394889526,5.536409807018353,0.03948344322129612,6.876735105327681,0.04284287111978157
9.970124725383357,0.04247213317721661,6.017749790233211,0.041271277608206564,7.474625114482478,0.043172555261972896
10.767654703410226,0.04233422958894622,6.499089773448068,0.04207232223658151,8.072515123637277,0.043479805724603554
11.565184681437094,0.0420475242564932,6.980429756662924,0.04290862543166693,8.670405132792077,0.04319271525779431
12.362714659463963,0.04125474057205894,7.461769739877782,0.043039457219631504,9.268295141946874,0.042759502716008986
13.160244637490832,0.04013238293488872,7.943109723092639,0.04318259199683128,9.866185151101673,0.042643090108559364
13.957774615517701,0.03842651669114597,8.424449706307495,0.043410047261228414,10.46407516025647,0.042370096480933477
14.755304593544569,0.03656449435325229,8.905789689522354,0.04325100861989533,11.06196516941127,0.041849271325729034
15.552834571571438,0.034567616862308095,9.38712967273721,0.04309317027019494,11.659855178566069,0.04124735145049157
16.350364549598307,0.03278355825516916,9.868469655952067,0.04295588691470475,12.257745187720866,0.04050613055149578
17.147894527625176,0.03082371925214951,10.349809639166924,0.04265221313163084,12.855635196875665,0.03958331811119197
17.945424505652042,0.029091750781834416,10.83114962238178,0.04252798294764613,13.453525206030463,0.03850559201878734
18.742954483678915,0.027380397354695437,11.312489605596639,0.04245626552259215,14.051415215185262,0.03733722173464436
19.54048446170578,0.02598851993862575,11.793829588811494,0.04197959970795515,14.649305224340061,0.03623327248978026
20.338014439732653,0.02453510223654975,12.275169572026353,0.04142056388002394,15.24719523349486,0.03490513802822617
21.13554441775952,0.023403180133876388,12.756509555241209,0.04090968975385492,15.845085242649658,0.0333466036144278
21.933074395786388,0.022088275707115006,13.237849538456066,0.04027023438653279,16.442975251804455,0.032158982807959285
22.730604373813257,0.021005280989724578,13.719189521670923,0.03927519262302223,17.040865260959258,0.03086343781333434
23.528134351840123,0.020152176393372065,14.200529504885779,0.038401530350868865,17.638755270114054,0.029646562276087644
24.325664329866996,0.019380731755478706,14.681869488100638,0.037510913959403584,18.23664527926885,0.02805543839535996
25.12319430789386,0.018504306629692227,15.163209471315493,0.03635368278902424,18.834535288423652,0.0267032028861697
25.920724285920734,0.017735834216138488,15.644549454530353,0.03532473278688998,19.432425297578447,0.02561395679615275
26.7182542639476,0.01680419430742746,16.125889437745208,0.034262174619040055,20.03031530673325,0.02462399489608308
27.515784241974472,0.016002303422773083,16.607229420960067,0.03273870446423247,20.628205315888046,0.02343470672153925
28.313314220001338,0.015273651194282253,17.088569404174923,0.031768718788554494,21.22609532504284,0.022430344824454183
29.110844198028207,0.014486545220445554,17.569909387389778,0.030330769412577067,21.823985334197644,0.021540879745659384
29.908374176055077,0.013768562515225105,18.051249370604637,0.029058310245458064,22.42187534335244,0.020700071498884542
30.705904154081942,0.012933824741073859,18.532589353819496,0.027802205051835064,23.019765352507243,0.02009330109833655
31.503434132108815,0.01228469856638809,19.01392933703435,0.02666687920375234,23.617655361662038,0.019287810738978187
32.30096411013568,0.01167954606975265,19.495269320249207,0.025473339211483943,24.215545370816834,0.01866512455225533
33.09849408816255,0.011115356921387718,19.976609303464066,0.024523458420653958,24.813435379971637,0.018195533070642124
33.89602406618942,0.010561341925569808,20.45794928667892,0.023504410824489324,25.411325389126432,0.017730488956507418
34.693554044216285,0.009984882825443906,20.939289269893777,0.022551379268123672,26.009215398281235,0.017192686962716697
35.49108402224316,0.009379539801607122,21.420629253108636,0.02164170824698907,26.60710540743603,0.016718396534709037
36.28861400027003,0.008789972430034664,21.901969236323495,0.020878022695682234,27.20499541659083,0.01642948712090837
37.086143978296896,0.008179104117361412,22.38330921953835,0.02010638521230843,27.80288542574563,0.015862885133087045
37.88367395632376,0.007518050939876966,22.864649202753206,0.019776154976861294,28.400775434900424,0.015452712586526252
38.681203934350634,0.006647303524687968,23.345989185968065,0.019239324544135076,28.998665444055227,0.015057091615896663
