bin_centers,train_density,val_density,test_density,train_val_diff,train_test_diff,val_test_diff
0.39976498906093183,0.03938483040803313,0.03520782037026148,0.03991529108910009,0.004177010037771649,-0.0005304606810669563,-0.004707470718838605
1.1972949670878006,0.02288121181331017,0.02370970199070671,0.024014537649988104,-0.0008284901773965396,-0.0011333258366779328,-0.0003048356592813932
1.9948249451146693,0.022939551242335352,0.02405516078732343,0.02410237769921652,-0.001115609544988079,-0.001162826456881167,-4.721691189308805e-05
2.792354923141538,0.026357609232902625,0.02750386282379731,0.027898022361994648,-0.0011462535908946837,-0.0015404131290920227,-0.00039415953819733895
3.589884901168407,0.03031424951598582,0.03166557732804578,0.032176730477903426,-0.0013513278120599569,-0.0018624809619176043,-0.0005111531498576474
4.387414879195275,0.033566091576175676,0.03532952328576683,0.03588180784542277,-0.0017634317095911525,-0.0023157162692470923,-0.0005522845596559398
5.184944857222144,0.03629969964894399,0.03793671848162232,0.03831530675127854,-0.001637018832678333,-0.002015607102334553,-0.0003785882696562201
5.982474835249013,0.0392956636778444,0.041113762224557454,0.041017666661628975,-0.001818098546713054,-0.001722002983784575,9.609556292847904e-05
6.780004813275882,0.04098891702086388,0.04253381067764878,0.04265583244387583,-0.0015448936567849028,-0.0016669154230119498,-0.00012202176622704702
7.577534791302751,0.04150638889948046,0.04310510806896073,0.0432444630454324,-0.0015987191694802685,-0.0017380741459519372,-0.00013935497647166867
8.375064769329619,0.041958967213348554,0.043331489980242985,0.043374461772880395,-0.001372522766894431,-0.0014154945595318408,-4.2971792637409856e-05
9.172594747356488,0.042337773394889526,0.043198920732996055,0.04282162627547254,-0.0008611473381065285,-0.0004838528805830161,0.00037729445752351237
9.970124725383357,0.04247213317721661,0.04279623258920718,0.042601742064273335,-0.00032409941199056796,-0.00012960888705672302,0.00019449052493384494
10.767654703410226,0.04233422958894622,0.042638942437248355,0.04213549662833012,-0.0003047128483021355,0.00019873296061610063,0.0005034458089182361
11.565184681437094,0.0420475242564932,0.042133476905737245,0.04134902705431986,-8.595264924404766e-05,0.0006984972021733399,0.0007844498514173875
12.362714659463963,0.04125474057205894,0.04145505559400658,0.04033574151878329,-0.00020031502194763767,0.0009189990532756515,0.0011193140752232891
13.160244637490832,0.04013238293488872,0.04033120523363695,0.03909018552965955,-0.00019882229874822882,0.0010421974052291713,0.0012410197039774001
13.957774615517701,0.03842651669114597,0.03876844562367329,0.037482701265254444,-0.0003419289325273245,0.0009438154258915241,0.0012857443584188485
14.755304593544569,0.03656449435325229,0.0373993783770028,0.03605112436980878,-0.0008348840237505095,0.0005133699834435138,0.0013482540071940233
15.552834571571438,0.034567616862308095,0.03545186007062374,0.034049666689265276,-0.0008842432083156423,0.0005179501730428193,0.0014021933813584617
16.350364549598307,0.03278355825516916,0.03357768950350028,0.032380251212920416,-0.0007941312483311161,0.00040330704224874475,0.0011974382905798608
17.147894527625176,0.03082371925214951,0.03149968466345813,0.030611745797471685,-0.0006759654113086197,0.00021197345467782389,0.0008879388659864436
17.945424505652042,0.029091750781834416,0.029377037310511184,0.02888960356453945,-0.0002852865286767682,0.00020214721729496649,0.0004874337459717347
18.742954483678915,0.027380397354695437,0.027291788249308075,0.02685860071866694,8.860910538736194e-05,0.0005217966360284987,0.00043318753064113674
19.54048446170578,0.02598851993862575,0.025412456174607304,0.02545622808279649,0.0005760637640184474,0.0005322918558292623,-4.3771908189185055e-05
20.338014439732653,0.02453510223654975,0.023746466413098934,0.024002151407600127,0.0007886358234508173,0.000532950828949625,-0.0002556849945011923
21.13554441775952,0.023403180133876388,0.02217872640108706,0.02257364266393855,0.0012244537327893296,0.0008295374699378369,-0.00039491626285149267
21.933074395786388,0.022088275707115006,0.020801871616668476,0.021400699600373715,0.0012864040904465301,0.0006875761067412917,-0.0005988279837052385
22.730604373813257,0.021005280989724578,0.019857496835563326,0.02038945949935983,0.0011477841541612521,0.0006158214903647478,-0.0005319626637965043
23.528134351840123,0.020152176393372065,0.019124381654066873,0.01939424196877451,0.001027794739305192,0.0007579344245975533,-0.00026986031470763866
24.325664329866996,0.019380731755478706,0.018478378232031828,0.01859379525885866,0.0009023535234468777,0.0007869364966200457,-0.00011541702682683203
25.12319430789386,0.018504306629692227,0.01815302214913697,0.017927324510185118,0.00035128448055525563,0.0005769821195071093,0.00022569763895185363
25.920724285920734,0.017735834216138488,0.01795525491144079,0.017283808082267253,-0.00021942069530230326,0.00045202613387123475,0.000671446829173538
26.7182542639476,0.01680419430742746,0.01782322898078098,0.016668245926160757,-0.0010190346733535208,0.00013594838126670256,0.0011549830546202233
27.515784241974472,0.016002303422773083,0.01749588073706684,0.01618950061257821,-0.001493577314293757,-0.00018719718980512653,0.0013063801244886306
28.313314220001338,0.015273651194282253,0.017081149075597747,0.015487802936012287,-0.0018074978813154945,-0.00021415174173003426,0.0015933461395854602
29.110844198028207,0.014486545220445554,0.016374022537516568,0.014953717255063392,-0.0018874773170710138,-0.0004671720346178382,0.0014203052824531756
29.908374176055077,0.013768562515225105,0.01558567016966717,0.014203610961458198,-0.0018171076544420649,-0.0004350484462330925,0.0013820592082089724
30.705904154081942,0.012933824741073859,0.014584971569035089,0.013464300016723317,-0.00165114682796123,-0.0005304752756494589,0.0011206715523117711
31.503434132108815,0.01228469856638809,0.013600753571544357,0.012718170956912491,-0.0013160550051562678,-0.00043347239052440173,0.000882582614631866
32.30096411013568,0.01167954606975265,0.012481974165987453,0.011861133891866308,-0.0008024280962348022,-0.00018158782211365708,0.0006208402741211452
33.09849408816255,0.011115356921387718,0.01173047677329493,0.011037391955441032,-0.0006151198519072122,7.79649659466853e-05,0.0006930848178538975
33.89602406618942,0.010561341925569808,0.010687399478870709,0.010374557534807895,-0.0001260575533009005,0.000186784390761913,0.0003128419440628135
34.693554044216285,0.009984882825443906,0.009550418967646801,0.009462407372897918,0.00043446385779710543,0.0005224754525459882,8.801159474888277e-05
35.49108402224316,0.009379539801607122,0.008361642275121343,0.00858923410217192,0.0010178975264857788,0.0007903056994352023,-0.00022759182705057654
36.28861400027003,0.008789972430034664,0.007281438347247003,0.007884922814826958,0.001508534082787661,0.0009050496152077057,-0.0006034844675799553
37.086143978296896,0.008179104117361412,0.006138119142507041,0.00702697666777058,0.002040984974854371,0.0011521274495908318,-0.0008888575252635391
37.88367395632376,0.007518050939876966,0.005063348380503456,0.00619914386229975,0.0024547025593735106,0.0013189070775772166,-0.001135795481796294
38.681203934350634,0.006647303524687968,0.003975809678703497,0.005403242562434528,0.0026714938459844705,0.00124406096225344,-0.0014274328837310304
39.4787339123775,0.005720160057926572,0.003016946455276346,0.0045704098059079,0.0027032136026502256,0.0011497502520186713,-0.0015534633506315543
40.276263890404365,0.004639261139750126,0.0022121134842856952,0.0037438269882009703,0.0024271476554644307,0.0008954341515491557,-0.001531713503915275
